,Name,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,precio_medio,MinPrice_USD,MaxPrice_USD,Precio_medio_USD,Categoria_minimo,Categoria_maximo,Categoria_promedio,Nacion,Cuisine_2
3677,Brass Spoon (Wan Chai),Hong Kong,220.0,220.0,HKD,['Vietnamese'],114.1683923,22.2764202,220.0,28.028000000000002,28.028000000000002,28.028000000000002,Medium,Low,Low,Hong,Vietnamese
3678,Tai Wing Wah,Hong Kong,300.0,300.0,HKD,['Cantonese'],114.029175,22.446249,300.0,38.220000000000006,38.220000000000006,38.220000000000006,Medium,Medium,Medium,Hong,Cantonese
3679,Shugetsu Ramen (Quarry Bay),Hong Kong,150.0,150.0,HKD,['Ramen'],114.21084,22.287966,150.0,19.110000000000003,19.110000000000003,19.110000000000003,Low,Low,Low,Hong,Ramen
3680,Megan's Kitchen,Hong Kong,78.0,400.0,HKD,['Cantonese'],114.1770548,22.2768945,239.0,9.9372,50.96000000000001,30.448600000000003,Low,Medium,Medium,Hong,Cantonese
3681,Both Street,Hong Kong,80.0,80.0,HKD,['Street Food'],114.0336538,22.4437137,80.0,10.192,10.192,10.192,Low,Low,Low,Hong,Street Food
3682,Trusty Congee King (Wan Chai),Hong Kong,57.0,100.0,HKD,['Noodles and Congee'],114.1771576,22.2775474,78.5,7.261800000000001,12.740000000000002,10.000900000000001,Low,Low,Low,Hong,Noodles and Congee
3683,Eng Kee Noodle Shop,Hong Kong,110.0,110.0,HKD,['Noodles'],114.1423904,22.2850988,110.0,14.014000000000001,14.014000000000001,14.014000000000001,Low,Low,Low,Hong,Noodles
3684,Tai Woo,Hong Kong,200.0,400.0,HKD,['Cantonese'],114.182205,22.2805157,300.0,25.480000000000004,50.96000000000001,38.220000000000006,Medium,Medium,Medium,Hong,Cantonese
3685,Ding Ba,Hong Kong,80.0,80.0,HKD,['Street Food'],114.207715,22.3361186,80.0,10.192,10.192,10.192,Low,Low,Low,Hong,Street Food
3686,Sing Kee (Central),Hong Kong,88.0,400.0,HKD,['Cantonese'],114.15475,22.2826018,244.0,11.211200000000002,50.96000000000001,31.085600000000003,Low,Medium,Medium,Hong,Cantonese
3687,Wing Lai Yuen,Hong Kong,68.0,300.0,HKD,"['Shanghainese', 'Sichuan']",114.1903707,22.3047604,184.0,8.663200000000002,38.220000000000006,23.4416,Low,Medium,Low,Hong,Shanghainese
3688,Din Tai Fung (Silvercord),Hong Kong,400.0,400.0,HKD,['Shanghainese'],114.1694396,22.2972864,400.0,50.96000000000001,50.96000000000001,50.96000000000001,High,Medium,Medium,Hong,Shanghainese
3689,Ah Chun Shandong Dumpling,Hong Kong,100.0,100.0,HKD,['Dumplings'],114.1666817,22.3239663,100.0,12.740000000000002,12.740000000000002,12.740000000000002,Low,Low,Low,Hong,Dumplings
3690,Eight Treasures,Hong Kong,150.0,150.0,HKD,['Noodles'],114.1916897,22.2854732,150.0,19.110000000000003,19.110000000000003,19.110000000000003,Low,Low,Low,Hong,Noodles
3691,Sister Wah,Hong Kong,100.0,100.0,HKD,['Noodles'],114.191605,22.2833555,100.0,12.740000000000002,12.740000000000002,12.740000000000002,Low,Low,Low,Hong,Noodles
3692,Moon Tong Lok,Hong Kong,80.0,80.0,HKD,['Street Food'],114.1856413,22.3062377,80.0,10.192,10.192,10.192,Low,Low,Low,Hong,Street Food
3693,Ancient Moon,Hong Kong,50.0,100.0,HKD,['Singaporean and Malaysian'],114.2003432,22.2904098,75.0,6.370000000000001,12.740000000000002,9.555000000000001,Low,Low,Low,Hong,Singaporean and Malaysian
3694,Lau Sum Kee (Fuk Wing Street),Hong Kong,55.0,55.0,HKD,['Noodles'],114.1629298,22.3319497,55.0,7.007000000000001,7.007000000000001,7.007000000000001,Low,Low,Low,Hong,Noodles
3695,Eton,Hong Kong,200.0,400.0,HKD,['Shun Tak'],114.1683101,22.3236603,300.0,25.480000000000004,50.96000000000001,38.220000000000006,Medium,Medium,Medium,Hong,Shun Tak
3696,Lucky Indonesia,Hong Kong,100.0,100.0,HKD,['Indonesian'],114.223114,22.31583,100.0,12.740000000000002,12.740000000000002,12.740000000000002,Low,Low,Low,Hong,Indonesian
3697,Tsim Chai Kee (Wellington Street),Hong Kong,70.0,70.0,HKD,['Noodles'],114.1544658,22.2830291,70.0,8.918000000000001,8.918000000000001,8.918000000000001,Low,Low,Low,Hong,Noodles
3698,Kung Wo Beancurd Factory,Hong Kong,30.0,30.0,HKD,['Street Food'],114.1635554,22.331143,30.0,3.8220000000000005,3.8220000000000005,3.8220000000000005,Low,Low,Low,Hong,Street Food
3699,Yuan is Here (Western District),Hong Kong,100.0,100.0,HKD,['Taiwanese'],114.1291658,22.2825025,100.0,12.740000000000002,12.740000000000002,12.740000000000002,Low,Low,Low,Hong,Taiwanese
3700,Chan Kan Kee Chiu Chow,Hong Kong,400.0,400.0,HKD,['Chiu Chow'],114.2701898,22.2950443,400.0,50.96000000000001,50.96000000000001,50.96000000000001,High,Medium,Medium,Hong,Chiu Chow
3701,Cornerstone,Hong Kong,228.0,400.0,HKD,['European Contemporary'],114.1530743,22.2826725,314.0,29.047200000000004,50.96000000000001,40.003600000000006,Medium,Medium,Medium,Hong,European Contemporary
3702,Wang Fu (Central),Hong Kong,100.0,100.0,HKD,['Dumplings'],114.1547422,22.2828606,100.0,12.740000000000002,12.740000000000002,12.740000000000002,Low,Low,Low,Hong,Dumplings
3703,Din Tai Fung (Causeway Bay),Hong Kong,400.0,400.0,HKD,['Shanghainese'],114.1863857,22.2793736,400.0,50.96000000000001,50.96000000000001,50.96000000000001,High,Medium,Medium,Hong,Shanghainese
3704,Ba Yi,Hong Kong,200.0,300.0,HKD,['Xinjiang'],114.1390387,22.2853864,250.0,25.480000000000004,38.220000000000006,31.850000000000005,Medium,Medium,Medium,Hong,Xinjiang
3705,She Wong Leung,Hong Kong,74.0,158.0,HKD,['Cantonese'],114.194276,22.289986,116.0,9.427600000000002,20.1292,14.778400000000001,Low,Low,Low,Hong,Cantonese
3706,Kwan Kee Bamboo Noodles,Hong Kong,48.0,85.0,HKD,['Noodles'],114.1576886,22.3369554,66.5,6.115200000000001,10.829,8.472100000000001,Low,Low,Low,Hong,Noodles
3707,Fung Shing (North Point),Hong Kong,200.0,400.0,HKD,['Shun Tak'],114.1982237,22.2917566,300.0,25.480000000000004,50.96000000000001,38.220000000000006,Medium,Medium,Medium,Hong,Shun Tak
3708,Ho To Tai (Yuen Long),Hong Kong,70.0,70.0,HKD,['Noodles'],114.02933,22.44383,70.0,8.918000000000001,8.918000000000001,8.918000000000001,Low,Low,Low,Hong,Noodles
3709,Mak Man Kee,Hong Kong,100.0,100.0,HKD,['Noodles'],114.1705644,22.3046799,100.0,12.740000000000002,12.740000000000002,12.740000000000002,Low,Low,Low,Hong,Noodles
3710,Dragon Inn,Hong Kong,400.0,400.0,HKD,['Seafood'],113.9820092,22.3804027,400.0,50.96000000000001,50.96000000000001,50.96000000000001,High,Medium,Medium,Hong,Seafood
3711,Samsen (Sheung Wan),Hong Kong,350.0,350.0,HKD,['Thai'],114.1526142,22.2852363,350.0,44.59,44.59,44.59,High,Medium,Medium,Hong,Thai
3712,Putien (Causeway Bay),Hong Kong,68.0,300.0,HKD,['Fujian'],114.18335,22.278337,184.0,8.663200000000002,38.220000000000006,23.4416,Low,Medium,Low,Hong,Fujian
3713,Ju Xing Home,Hong Kong,400.0,400.0,HKD,['Cantonese'],114.167496,22.32556,400.0,50.96000000000001,50.96000000000001,50.96000000000001,High,Medium,Medium,Hong,Cantonese
3714,Lin Heung Kui,Hong Kong,150.0,350.0,HKD,['Cantonese'],114.1468575,22.2875545,250.0,19.110000000000003,44.59,31.850000000000005,Low,Medium,Medium,Hong,Cantonese
3715,Shek Kee Kitchen,Hong Kong,52.0,500.0,HKD,['Cantonese'],114.19232,22.283777,276.0,6.6248000000000005,63.70000000000001,35.162400000000005,Low,Medium,Medium,Hong,Cantonese
3716,Kwan Kee Clay Pot Rice (Queen's Road West),Hong Kong,80.0,120.0,HKD,['Cantonese'],114.143005,22.287043,100.0,10.192,15.288000000000002,12.740000000000002,Low,Low,Low,Hong,Cantonese
3717,Kau Kee,Hong Kong,100.0,100.0,HKD,['Noodles'],114.152509,22.2842716,100.0,12.740000000000002,12.740000000000002,12.740000000000002,Low,Low,Low,Hong,Noodles
3718,Chiuchow Delicacies (North Point),Hong Kong,150.0,250.0,HKD,['Chiu Chow'],114.1977477,22.2922281,200.0,19.110000000000003,31.850000000000005,25.480000000000004,Low,Medium,Low,Hong,Chiu Chow
3719,Takeya,Hong Kong,400.0,400.0,HKD,['Japanese'],114.1882405,22.3061551,400.0,50.96000000000001,50.96000000000001,50.96000000000001,High,Medium,Medium,Hong,Japanese
3720,Congee and Noodle Shop,Hong Kong,35.0,150.0,HKD,['Noodles and Congee'],114.2095674,22.290322,92.5,4.4590000000000005,19.110000000000003,11.784500000000001,Low,Low,Low,Hong,Noodles and Congee
3721,Samsen (Wan Chai),Hong Kong,128.0,400.0,HKD,['Thai'],114.1741767,22.2741218,264.0,16.3072,50.96000000000001,33.6336,Low,Medium,Medium,Hong,Thai
3722,Tai Wai Dining Room,Hong Kong,300.0,400.0,HKD,['Cantonese'],114.1788375,22.3743251,350.0,38.220000000000006,50.96000000000001,44.59,Medium,Medium,Medium,Hong,Cantonese
3723,Glorious Cuisine,Hong Kong,400.0,400.0,HKD,['Cantonese'],114.1650113,22.329836,400.0,50.96000000000001,50.96000000000001,50.96000000000001,High,Medium,Medium,Hong,Cantonese
3724,What To Eat,Hong Kong,250.0,250.0,HKD,['Taiwanese'],114.15469,22.281776,250.0,31.850000000000005,31.850000000000005,31.850000000000005,Medium,Medium,Medium,Hong,Taiwanese
3725,Kai Kai,Hong Kong,40.0,40.0,HKD,['Street Food'],114.1710599,22.3065845,40.0,5.096,5.096,5.096,Low,Low,Low,Hong,Street Food
3726,Sang Kee,Hong Kong,69.0,500.0,HKD,['Cantonese'],114.1723363,22.2776503,284.5,8.790600000000001,63.70000000000001,36.2453,Low,Medium,Medium,Hong,Cantonese
3727,Yue Kee,Hong Kong,550.0,550.0,HKD,['Cantonese'],114.0596883,22.368364,550.0,70.07000000000001,70.07000000000001,70.07000000000001,High,High,High,Hong,Cantonese
3728,Yixin,Hong Kong,400.0,600.0,HKD,['Cantonese'],114.1707699,22.2775361,500.0,50.96000000000001,76.44000000000001,63.70000000000001,High,High,High,Hong,Cantonese
3729,Po Kee,Hong Kong,100.0,100.0,HKD,['Cantonese Roast Meats'],114.1364004,22.2859032,100.0,12.740000000000002,12.740000000000002,12.740000000000002,Low,Low,Low,Hong,Cantonese Roast Meats
3730,Tin Hung,Hong Kong,200.0,200.0,HKD,['Cantonese Roast Meats'],114.0314235,22.4425128,200.0,25.480000000000004,25.480000000000004,25.480000000000004,Medium,Low,Low,Hong,Cantonese Roast Meats
3731,Tim Ho Wan (Sham Shui Po),Hong Kong,100.0,100.0,HKD,['Dim Sum'],114.1663677,22.3291186,100.0,12.740000000000002,12.740000000000002,12.740000000000002,Low,Low,Low,Hong,Dim Sum
3732,Nishiki,Hong Kong,110.0,400.0,HKD,['Japanese'],114.1780339,22.299056,255.0,14.014000000000001,50.96000000000001,32.487,Low,Medium,Medium,Hong,Japanese
3733,Café Hunan (Western District),Hong Kong,45.0,400.0,HKD,['Hunanese'],114.1387421,22.2864263,222.5,5.7330000000000005,50.96000000000001,28.346500000000002,Low,Medium,Low,Hong,Hunanese
3734,Shugetsu Ramen (Central),Hong Kong,150.0,150.0,HKD,['Ramen'],114.1529359,22.284133,150.0,19.110000000000003,19.110000000000003,19.110000000000003,Low,Low,Low,Hong,Ramen
3735,Tasty (Central),Hong Kong,200.0,200.0,HKD,['Noodles and Congee'],114.15816,22.285889,200.0,25.480000000000004,25.480000000000004,25.480000000000004,Medium,Low,Low,Hong,Noodles and Congee
3736,Sun Yuen Hing Kee,Hong Kong,150.0,150.0,HKD,['Cantonese Roast Meats'],114.1500183,22.2855764,150.0,19.110000000000003,19.110000000000003,19.110000000000003,Low,Low,Low,Hong,Cantonese Roast Meats
3737,Chanyue Vegetarian,Chengdu,188.0,188.0,CNY,['Vegetarian'],104.064087,30.614718,188.0,27.9932,27.9932,27.9932,Medium,Low,Low,China,Vegetarian
3738,Ting Yuan 399,Chengdu,200.0,200.0,CNY,['Sichuan'],104.104228,30.623461,200.0,29.78,29.78,29.78,Medium,Low,Low,China,Sichuan
3739,Ming Ting Xiao Guan,Chengdu,200.0,200.0,CNY,['Sichuan'],104.080486,30.658545,200.0,29.78,29.78,29.78,Medium,Low,Low,China,Sichuan
3740,Zhuan Zhuan Hui (Lianhua South Road),Chengdu,200.0,200.0,CNY,['Sichuan'],104.094566,30.638324,200.0,29.78,29.78,29.78,Medium,Low,Low,China,Sichuan
3741,Feng Qi Wu,Chengdu,300.0,300.0,CNY,['Sichuan'],104.052441,30.590295,300.0,44.67,44.67,44.67,High,Medium,Medium,China,Sichuan
3742,Mo Xiao Guan,Chengdu,30.0,30.0,CNY,['Noodles'],104.09646,30.667964,30.0,4.4670000000000005,4.4670000000000005,4.4670000000000005,Low,Low,Low,China,Noodles
3743,Mind,Chengdu,80.0,80.0,CNY,['Sichuan'],104.013675,30.65163,80.0,11.912,11.912,11.912,Low,Low,Low,China,Sichuan
3744,Yu Jiu Xiang,Chengdu,200.0,200.0,CNY,['Sichuan'],104.047612,30.635943,200.0,29.78,29.78,29.78,Medium,Low,Low,China,Sichuan
3745,Organization South,Chengdu,200.0,200.0,CNY,['Sichuan'],104.047258,30.589246,200.0,29.78,29.78,29.78,Medium,Low,Low,China,Sichuan
3746,Dumpling & Drinks,Chengdu,50.0,50.0,CNY,['Dumplings'],104.050942,30.630182,50.0,7.445,7.445,7.445,Low,Low,Low,China,Dumplings
3747,Fu Rong Huang,Chengdu,300.0,300.0,CNY,['Sichuan'],104.007964,30.667097,300.0,44.67,44.67,44.67,High,Medium,Medium,China,Sichuan
3748,Lao Chengdu San Yang Mian,Chengdu,30.0,30.0,CNY,['Noodles'],104.05607,30.672154,30.0,4.4670000000000005,4.4670000000000005,4.4670000000000005,Low,Low,Low,China,Noodles
3749,Chen Mapo Tofu (Qinghua Road),Chengdu,100.0,100.0,CNY,['Sichuan'],104.030406,30.665432,100.0,14.89,14.89,14.89,Low,Low,Low,China,Sichuan
3750,Nai Ngieb (Phutthamonthon Sai 4),Nakhon Pathom,95.0,95.0,THB,['Street Food'],100.3280304,13.7844522,95.0,2.7550000000000003,2.7550000000000003,2.7550000000000003,Low,Low,Low,Thailand,Street Food
3751,Ruean Panya,Samut Sakhon,1.5,1.5,THB,['Thai'],100.28264,13.558403,1.5,0.043500000000000004,0.043500000000000004,0.043500000000000004,Low,Low,Low,Thailand,Thai
3752,Baan Benjarong Pai (The Crystal SB Ratchapruek),Nonthaburi,560.0,560.0,THB,['Thai'],100.4482496,13.8093876,560.0,16.240000000000002,16.240000000000002,16.240000000000002,Low,Low,Low,Thailand,Thai
3753,Chai Phochana,Nonthaburi,650.0,650.0,THB,['Street Food'],100.53573,13.881761,650.0,18.85,18.85,18.85,Low,Low,Low,Thailand,Street Food
3754,Fried Banana Rama 5,Nonthaburi,20.0,20.0,THB,['Street Food'],100.47929,13.8231029,20.0,0.5800000000000001,0.5800000000000001,0.5800000000000001,Low,Low,Low,Thailand,Street Food
3755,Chang-Wang-Imm,Nonthaburi,1.0,1.0,THB,['Thai'],100.4908793,13.9156915,1.0,0.029,0.029,0.029,Low,Low,Low,Thailand,Thai
3756,Kaeng Pa (Loong Sa-Nga),Nonthaburi,750.0,750.0,THB,['Thai'],100.5356793,13.8652189,750.0,21.75,21.75,21.75,Medium,Low,Low,Thailand,Thai
3757,Mon Phochana,Phang-Nga,700.0,700.0,THB,['Southern Thai'],98.2565435,8.5936703,700.0,20.3,20.3,20.3,Low,Low,Low,Thailand,Southern Thai
3758,Sam Chong Seafood,Phang-Nga,800.0,800.0,THB,['Seafood'],98.4190764,8.3051273,800.0,23.200000000000003,23.200000000000003,23.200000000000003,Medium,Low,Low,Thailand,Seafood
3759,Roe Dang,Phang-Nga,650.0,650.0,THB,['Southern Thai'],98.2553505,8.5978493,650.0,18.85,18.85,18.85,Low,Low,Low,Thailand,Southern Thai
3760,Krua Tonfon,Phang-Nga,600.0,600.0,THB,['Southern Thai'],98.6225206,8.4780024,600.0,17.400000000000002,17.400000000000002,17.400000000000002,Low,Low,Low,Thailand,Southern Thai
3761,Saiyud and Doctor Sai Kitchen,Chiang Mai,700.0,700.0,THB,['Thai'],98.9872938,18.8220965,700.0,20.3,20.3,20.3,Low,Low,Low,Thailand,Thai
3762,Sanpakoi Kanomjeen,Chiang Mai,50.0,50.0,THB,['Street Food'],99.0086633,18.7859078,50.0,1.4500000000000002,1.4500000000000002,1.4500000000000002,Low,Low,Low,Thailand,Street Food
3763,Khao Soi Lung Prakit Kad Kom,Chiang Mai,60.0,60.0,THB,['Street Food'],98.9896881,18.7745705,60.0,1.74,1.74,1.74,Low,Low,Low,Thailand,Street Food
3764,Na Chantra,Chiang Mai,800.0,800.0,THB,['Thai'],98.8430037,18.7841219,800.0,23.200000000000003,23.200000000000003,23.200000000000003,Medium,Low,Low,Thailand,Thai
3765,Go Neng (Wichayanon),Chiang Mai,50.0,50.0,THB,['Street Food'],99.0017724,18.7900026,50.0,1.4500000000000002,1.4500000000000002,1.4500000000000002,Low,Low,Low,Thailand,Street Food
3766,Meena Rice Based Cuisine,Chiang Mai,500.0,500.0,THB,['Thai'],99.0422503,18.7909254,500.0,14.5,14.5,14.5,Low,Low,Low,Thailand,Thai
3767,Magnolia Café,Chiang Mai,1.3,1.3,THB,['Thai'],98.9971014,18.8005618,1.3,0.037700000000000004,0.037700000000000004,0.037700000000000004,Low,Low,Low,Thailand,Thai
3768,Huan Soontaree,Chiang Mai,750.0,750.0,THB,['Northern Thai'],98.9937575,18.8310278,750.0,21.75,21.75,21.75,Medium,Low,Low,Thailand,Northern Thai
3769,Tune In Garden,Chiang Mai,500.0,500.0,THB,['Thai'],98.8217167,18.8689798,500.0,14.5,14.5,14.5,Low,Low,Low,Thailand,Thai
3770,Rote Yiam Beef Noodle,Chiang Mai,100.0,100.0,THB,['Street Food'],98.9992155,18.7779031,100.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,Low,Low,Low,Thailand,Street Food
3771,The House by Ginger,Chiang Mai,950.0,950.0,THB,['Northern Thai'],98.9932033,18.7927655,950.0,27.55,27.55,27.55,Medium,Low,Low,Thailand,Northern Thai
3772,Krua Lawng Khao,Chiang Mai,400.0,400.0,THB,['Northern Thai'],98.9514748,18.9170868,400.0,11.600000000000001,11.600000000000001,11.600000000000001,Low,Low,Low,Thailand,Northern Thai
3773,SP Chicken,Chiang Mai,400.0,400.0,THB,['Street Food'],98.981171,18.7876624,400.0,11.600000000000001,11.600000000000001,11.600000000000001,Low,Low,Low,Thailand,Street Food
3774,Charoen Suan Aek,Chiang Mai,320.0,320.0,THB,['Northern Thai'],99.0043931,18.8255447,320.0,9.280000000000001,9.280000000000001,9.280000000000001,Low,Low,Low,Thailand,Northern Thai
3775,Rotee Pa Day,Chiang Mai,40.0,40.0,THB,['Street Food'],98.9958095,18.7881516,40.0,1.1600000000000001,1.1600000000000001,1.1600000000000001,Low,Low,Low,Thailand,Street Food
3776,Khao Soi Mae Manee,Chiang Mai,120.0,120.0,THB,['Street Food'],98.9776031,18.8362211,120.0,3.48,3.48,3.48,Low,Low,Low,Thailand,Street Food
3777,Dan Chicken Rice (San Sai),Chiang Mai,40.0,40.0,THB,['Street Food'],99.0335454,18.8220628,40.0,1.1600000000000001,1.1600000000000001,1.1600000000000001,Low,Low,Low,Thailand,Street Food
3778,Baan Landai,Chiang Mai,850.0,850.0,THB,['Thai'],98.9873826,18.7941079,850.0,24.650000000000002,24.650000000000002,24.650000000000002,Medium,Low,Low,Thailand,Thai
3779,Ginger Farm Kitchen,Chiang Mai,960.0,960.0,THB,['Northern Thai'],98.9672664,18.7993196,960.0,27.84,27.84,27.84,Medium,Low,Low,Thailand,Northern Thai
3780,Lung Khajohn Wat Ket,Chiang Mai,20.0,20.0,THB,['Street Food'],99.0022428,18.792313,20.0,0.5800000000000001,0.5800000000000001,0.5800000000000001,Low,Low,Low,Thailand,Street Food
3781,Huen Muan Jai,Chiang Mai,500.0,500.0,THB,['Northern Thai'],98.975429,18.7998208,500.0,14.5,14.5,14.5,Low,Low,Low,Thailand,Northern Thai
3782,Han Thueng Chiang Mai,Chiang Mai,400.0,400.0,THB,['Northern Thai'],98.9548711,18.7891215,400.0,11.600000000000001,11.600000000000001,11.600000000000001,Low,Low,Low,Thailand,Northern Thai
3783,Tue Ka Ko Na Prince,Chiang Mai,30.0,30.0,THB,['Street Food'],99.0077035,18.7970628,30.0,0.87,0.87,0.87,Low,Low,Low,Thailand,Street Food
3784,Baan Ta-Koh-Rai,Phra Nakhon Si Ayutthaya,800.0,800.0,THB,['Thai'],100.612346,14.344874,800.0,23.200000000000003,23.200000000000003,23.200000000000003,Medium,Low,Low,Thailand,Thai
3785,Roti Sai Mai Abeedeen-Pranom Sangaroon,Phra Nakhon Si Ayutthaya,100.0,100.0,THB,['Street Food'],100.5609138,14.3430049,100.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,Low,Low,Low,Thailand,Street Food
3786,Pa Lek Boat Noodles,Phra Nakhon Si Ayutthaya,50.0,50.0,THB,['Street Food'],100.5691202,14.3554715,50.0,1.4500000000000002,1.4500000000000002,1.4500000000000002,Low,Low,Low,Thailand,Street Food
3787,Joong Borikan,Phra Nakhon Si Ayutthaya,600.0,600.0,THB,['Thai'],100.4027721,14.3266697,600.0,17.400000000000002,17.400000000000002,17.400000000000002,Low,Low,Low,Thailand,Thai
3788,Baan Ton Sai,Phra Nakhon Si Ayutthaya,900.0,900.0,THB,['Thai-Chinese'],100.5516351,14.352996,900.0,26.1,26.1,26.1,Medium,Low,Low,Thailand,Thai-Chinese
3789,Pranom Shredded Chicken Noodles,Phra Nakhon Si Ayutthaya,60.0,60.0,THB,['Street Food'],100.552816,14.3621896,60.0,1.74,1.74,1.74,Low,Low,Low,Thailand,Street Food
3790,Roti Sai Mai Mae Pom - Mother Branch,Phra Nakhon Si Ayutthaya,100.0,100.0,THB,['Street Food'],100.5804553,14.3534184,100.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,Low,Low,Low,Thailand,Street Food
3791,Ruanthai Kungpao,Phra Nakhon Si Ayutthaya,1.0,1.0,THB,['Thai'],100.5119654,14.2006569,1.0,0.029,0.029,0.029,Low,Low,Low,Thailand,Thai
3792,Khaotom Chedi,Phra Nakhon Si Ayutthaya,900.0,900.0,THB,['Street Food'],100.5914895,14.3544011,900.0,26.1,26.1,26.1,Medium,Low,Low,Thailand,Street Food
3793,Here Kae Pork Satay,Phra Nakhon Si Ayutthaya,150.0,150.0,THB,['Street Food'],100.5786392,14.3622112,150.0,4.3500000000000005,4.3500000000000005,4.3500000000000005,Low,Low,Low,Thailand,Street Food
3794,Bokkia Tha Din Daeng,Bangkok,30.0,30.0,THB,['Street Food'],100.5025514,13.7335487,30.0,0.87,0.87,0.87,Low,Low,Low,Thailand,Street Food
3795,Maan Muang,Bangkok,600.0,600.0,THB,['Northern Thai'],100.6771662,13.7690166,600.0,17.400000000000002,17.400000000000002,17.400000000000002,Low,Low,Low,Thailand,Northern Thai
3796,Konchong Konprung,Bangkok,600.0,600.0,THB,['Thai-Chinese'],100.5529214,13.7889776,600.0,17.400000000000002,17.400000000000002,17.400000000000002,Low,Low,Low,Thailand,Thai-Chinese
3797,Pae Bronze Pot Porridge 38 Years,Bangkok,100.0,100.0,THB,['Street Food'],100.5217115,13.8071327,100.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,Low,Low,Low,Thailand,Street Food
3798,Por. Pochaya,Bangkok,300.0,300.0,THB,['Street Food'],100.5063878,13.7603773,300.0,8.700000000000001,8.700000000000001,8.700000000000001,Low,Low,Low,Thailand,Street Food
3799,Ket O Cha,Bangkok,60.0,60.0,THB,['Street Food'],100.6496579,13.7341196,60.0,1.74,1.74,1.74,Low,Low,Low,Thailand,Street Food
3800,S.B.L.,Bangkok,1.2,1.2,THB,['Chinese'],100.50238,13.745954,1.2,0.0348,0.0348,0.0348,Low,Low,Low,Thailand,Chinese
3801,Jao Nai Fish Ball (Ekkachai),Bangkok,50.0,50.0,THB,['Street Food'],100.42131,13.697419,50.0,1.4500000000000002,1.4500000000000002,1.4500000000000002,Low,Low,Low,Thailand,Street Food
3802,Ten Suns,Bangkok,120.0,120.0,THB,['Street Food'],100.5040949,13.7625527,120.0,3.48,3.48,3.48,Low,Low,Low,Thailand,Street Food
3803,Lai Ros (Rama 6),Bangkok,1.2,1.2,THB,['Thai'],100.53272,13.779651,1.2,0.0348,0.0348,0.0348,Low,Low,Low,Thailand,Thai
3804,Sri Trat,Bangkok,1.2,1.2,THB,['Thai'],100.5680738,13.73685,1.2,0.0348,0.0348,0.0348,Low,Low,Low,Thailand,Thai
3805,Baan Yai Phad Thai,Bangkok,80.0,80.0,THB,['Street Food'],100.570427,13.7853784,80.0,2.3200000000000003,2.3200000000000003,2.3200000000000003,Low,Low,Low,Thailand,Street Food
3806,Pad Thai Fai Ta Lu (Dinsor Road),Bangkok,220.0,220.0,THB,['Street Food'],100.5022182,13.7579542,220.0,6.38,6.38,6.38,Low,Low,Low,Thailand,Street Food
3807,Lay Lao (Ari),Bangkok,1.0,1.0,THB,['Isan'],100.543816,13.78175,1.0,0.029,0.029,0.029,Low,Low,Low,Thailand,Isan
3808,Burapa,Bangkok,900.0,1.65,THB,['Thai'],100.5568641,13.7447511,450.825,26.1,0.04785,13.073925000000001,Medium,Low,Low,Thailand,Thai
3809,Bunloet,Bangkok,80.0,80.0,THB,['Street Food'],100.5122787,13.7597971,80.0,2.3200000000000003,2.3200000000000003,2.3200000000000003,Low,Low,Low,Thailand,Street Food
3810,Sawang Bami Kam Pu (Si Phraya),Bangkok,350.0,350.0,THB,['Street Food'],100.5253347,13.731989,350.0,10.15,10.15,10.15,Low,Low,Low,Thailand,Street Food
3811,Ann Guay Tiew Khua Gai,Bangkok,150.0,150.0,THB,['Street Food'],100.51112,13.746662,150.0,4.3500000000000005,4.3500000000000005,4.3500000000000005,Low,Low,Low,Thailand,Street Food
3812,The Local,Bangkok,1.2,1.2,THB,['Thai'],100.5635637,13.7409221,1.2,0.0348,0.0348,0.0348,Low,Low,Low,Thailand,Thai
3813,Choy (Phuttha Monthon Sai 2),Bangkok,110.0,110.0,THB,['Street Food'],100.39562,13.717711,110.0,3.19,3.19,3.19,Low,Low,Low,Thailand,Street Food
3814,Polo Fried Chicken (Soi Polo),Bangkok,350.0,350.0,THB,['Isan'],100.5461304,13.7322377,350.0,10.15,10.15,10.15,Low,Low,Low,Thailand,Isan
3815,Charoen Saeng Silom,Bangkok,240.0,240.0,THB,['Street Food'],100.51682,13.722799,240.0,6.96,6.96,6.96,Low,Low,Low,Thailand,Street Food
3816,Hia Wan Khao Tom Pla,Bangkok,480.0,480.0,THB,['Street Food'],100.51952,13.7077875,480.0,13.92,13.92,13.92,Low,Low,Low,Thailand,Street Food
3817,Guay Tiew Khua Gai Suanmali (Khlang Hospital Intersection),Bangkok,100.0,100.0,THB,['Street Food'],100.51111,13.746674,100.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,Low,Low,Low,Thailand,Street Food
3818,Koa Chun Huad,Bangkok,800.0,800.0,THB,['Thai-Chinese'],100.4851172,13.7036777,800.0,23.200000000000003,23.200000000000003,23.200000000000003,Medium,Low,Low,Thailand,Thai-Chinese
