,Name,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,precio_medio,MinPrice_USD,MaxPrice_USD,Precio_medio_USD,Categoria_minimo,Categoria_maximo,Categoria_promedio,Nacion,Cuisine_2
1906,Yu Zhi Lan,Shanghai,1.288,1.888,CNY,['Sichuan'],121.449455,31.218916,1.588,0.19178320000000001,0.2811232,0.23645320000000003,Low,Low,Low,China,Sichuan
1907,Obscura,Shanghai,2.0,2.0,CNY,['Innovative'],121.442233,31.236348,2.0,0.2978,0.2978,0.2978,Low,Low,Low,China,Innovative
1908,Seventh Son,Shanghai,600.0,1.0,CNY,['Cantonese'],121.460072,31.219598,300.5,89.34,0.1489,44.74445,Highest,Low,Medium,China,Cantonese
1909,Tea Culture (East Beijing Road),Shanghai,500.0,800.0,CNY,['Huaiyang'],121.464502,31.22318,650.0,74.45,119.12,96.785,High,High,High,China,Huaiyang
1910,Moose (Pudong),Shanghai,800.0,800.0,CNY,['Huaiyang'],121.51517,31.230604,800.0,119.12,119.12,119.12,Highest,High,Highest,China,Huaiyang
1911,Sir Elly's,Shanghai,1.288,1.95,CNY,['European Contemporary'],121.450915,31.235736,1.619,0.19178320000000001,0.29035500000000003,0.2410691,Low,Low,Low,China,European Contemporary
1912,Meet the Bund,Shanghai,500.0,500.0,CNY,['Fujian'],121.493593,31.228818,500.0,74.45,74.45,74.45,High,High,High,China,Fujian
1913,Ming Court,Shanghai,800.0,800.0,CNY,['Cantonese'],121.31633,31.19512,800.0,119.12,119.12,119.12,Highest,High,Highest,China,Cantonese
1914,Phénix,Shanghai,198.0,988.0,CNY,['French'],121.44368,31.223997,593.0,29.482200000000002,147.1132,88.2977,Medium,Highest,High,China,French
1915,Fu He Hui,Shanghai,880.0,1.16,CNY,['Vegetarian'],121.425095,31.22046,440.58,131.032,0.172724,65.602362,Highest,Low,High,China,Vegetarian
1916,Ren He Guan (Zhaojiabang Road),Shanghai,300.0,300.0,CNY,['Shanghainese'],121.453734,31.203604,300.0,44.67,44.67,44.67,High,Medium,Medium,China,Shanghainese
1917,Sheng Yong Xing,Shanghai,900.0,1.288,CNY,['Beijing Cuisine'],121.486181,31.236447,450.644,134.01,0.19178320000000001,67.1008916,Highest,Low,High,China,Beijing Cuisine
1918,Yong Yi Ting,Shanghai,1.2,1.2,CNY,['Shanghainese'],121.50343,31.245216,1.2,0.17868,0.17868,0.17868,Low,Low,Low,China,Shanghainese
1919,YongFoo Élite,Shanghai,800.0,1.0,CNY,['Shanghainese'],121.43842,31.211227,400.5,119.12,0.1489,59.63445,Highest,Low,High,China,Shanghainese
1920,Cheng Long Hang (Huangpu),Shanghai,388.0,988.0,CNY,['Shanghainese'],121.48161,31.239067,688.0,57.7732,147.1132,102.4432,High,Highest,Highest,China,Shanghainese
1921,Da Dong (Xuhui),Shanghai,600.0,600.0,CNY,['Chinese Contemporary'],121.437471,31.230507,600.0,89.34,89.34,89.34,Highest,High,High,China,Chinese Contemporary
1922,Canton Table,Shanghai,688.0,1.0,CNY,['Cantonese'],121.486211,31.236093,344.5,102.4432,0.1489,51.29605,Highest,Low,Medium,China,Cantonese
1923,Il Ristorante - Niko Romito,Shanghai,450.0,2.1,CNY,['Italian'],121.48704,31.229977,226.05,67.005,0.31269,33.658845,High,Low,Medium,China,Italian
1924,Jean Georges,Shanghai,298.0,1.498,CNY,['French'],121.490738,31.218637,149.749,44.3722,0.2230522,22.2976261,High,Low,Low,China,French
1925,Lei Garden (Xuhui),Shanghai,500.0,500.0,CNY,['Cantonese'],121.454124,31.218122,500.0,74.45,74.45,74.45,High,High,High,China,Cantonese
1926,Le Comptoir de Pierre Gagnaire,Shanghai,398.0,1.488,CNY,['French'],121.459782,31.221621,199.744,59.2622,0.22156320000000002,29.7418816,High,Low,Low,China,French
1927,Amazing Chinese Cuisine (Changning),Shanghai,1.2,1.2,CNY,['Chao Zhou'],121.3889,31.202995,1.2,0.17868,0.17868,0.17868,Low,Low,Low,China,Chao Zhou
1928,Fu 1088,Shanghai,800.0,800.0,CNY,['Shanghainese'],121.468529,31.230693,800.0,119.12,119.12,119.12,Highest,High,Highest,China,Shanghainese
1929,Lei Garden (Pudong),Shanghai,550.0,550.0,CNY,['Cantonese'],121.49761,31.238373,550.0,81.895,81.895,81.895,Highest,High,High,China,Cantonese
1930,Da Dong (Jingan),Shanghai,1.0,1.0,CNY,['Chinese Contemporary'],121.44289,31.225245,1.0,0.1489,0.1489,0.1489,Low,Low,Low,China,Chinese Contemporary
1931,Yong Fu,Shanghai,800.0,1.0,CNY,['Ningbo'],121.46027,31.220526,400.5,119.12,0.1489,59.63445,Highest,Low,High,China,Ningbo
1932,Le Patio & La Famille (Huangpu),Shanghai,400.0,400.0,CNY,['Hang Zhou'],121.484375,31.237719,400.0,59.56,59.56,59.56,High,Medium,High,China,Hang Zhou
1933,Xin Rong Ji (West Nanjing Road),Shanghai,1.0,1.0,CNY,['Taizhou'],121.46432,31.23138,1.0,0.1489,0.1489,0.1489,Low,Low,Low,China,Taizhou
1934,Shoroku,Osaka,6.0,18.0,JPY,['Japanese'],135.494629,34.684744,12.0,0.046799999999999994,0.1404,0.09359999999999999,Low,Low,Low,Japan,Japanese
1935,Point,Osaka,22.0,22.0,JPY,['French'],135.476328,34.793027,22.0,0.1716,0.1716,0.1716,Low,Low,Low,Japan,French
1936,Oryori Yamada,Osaka,20.0,20.0,JPY,['Japanese'],135.497003,34.696393,20.0,0.156,0.156,0.156,Low,Low,Low,Japan,Japanese
1937,Yoshiko,Osaka,30.0,37.0,JPY,['Fugu / Pufferfish'],135.500176,34.697385,33.5,0.23399999999999999,0.28859999999999997,0.2613,Low,Low,Low,Japan,Fugu / Pufferfish
1938,Kyomachiryori Mitsuya,Osaka,6.5,17.0,JPY,['Japanese'],135.495212,34.68746,11.75,0.050699999999999995,0.1326,0.09165,Low,Low,Low,Japan,Japanese
1939,Ñ,Osaka,8.5,17.0,JPY,['Spanish'],135.5083577,34.6840111,12.75,0.0663,0.1326,0.09945,Low,Low,Low,Japan,Spanish
1940,Nishishinsaibashi Yuno,Osaka,17.0,25.0,JPY,['Japanese'],135.4985887,34.6742296,21.0,0.1326,0.19499999999999998,0.1638,Low,Low,Low,Japan,Japanese
1941,Enomoto,Osaka,22.0,22.0,JPY,['Japanese'],135.499245,34.654623,22.0,0.1716,0.1716,0.1716,Low,Low,Low,Japan,Japanese
1942,il Centrino,Osaka,5.0,15.0,JPY,['Italian'],135.514216,34.672923,10.0,0.039,0.11699999999999999,0.078,Low,Low,Low,Japan,Italian
1943,Kitashinchi Fukutatei,Osaka,19.0,25.0,JPY,['Steakhouse'],135.499116,34.698021,22.0,0.1482,0.19499999999999998,0.1716,Low,Low,Low,Japan,Steakhouse
1944,IDÉAL bistro,Osaka,3.5,15.0,JPY,['French'],135.517056,34.6889,9.25,0.027299999999999998,0.11699999999999999,0.07214999999999999,Low,Low,Low,Japan,French
1945,Shinchi Yamamoto,Osaka,29.0,29.0,JPY,['Japanese'],135.4999736,34.6960034,29.0,0.22619999999999998,0.22619999999999998,0.22619999999999998,Low,Low,Low,Japan,Japanese
1946,Ono,Osaka,28.0,28.0,JPY,['Japanese'],135.497797,34.69739,28.0,0.21839999999999998,0.21839999999999998,0.21839999999999998,Low,Low,Low,Japan,Japanese
1947,Choraku,Osaka,16.0,16.0,JPY,['Oden'],135.4972451,34.6980304,16.0,0.1248,0.1248,0.1248,Low,Low,Low,Japan,Oden
1948,Sui,Osaka,5.5,18.0,JPY,['Japanese'],135.5025112,34.6722581,11.75,0.0429,0.1404,0.09165,Low,Low,Low,Japan,Japanese
1949,Hiraishi,Osaka,17.0,19.0,JPY,['Tempura'],135.499257,34.697693,18.0,0.1326,0.1482,0.1404,Low,Low,Low,Japan,Tempura
1950,Sosakuwasho Nakashima,Osaka,14.0,14.0,JPY,['Japanese'],135.4869806,34.6946227,14.0,0.10919999999999999,0.10919999999999999,0.10919999999999999,Low,Low,Low,Japan,Japanese
1951,Konoha,Osaka,7.0,18.0,JPY,['Japanese'],135.504198,34.682634,12.5,0.054599999999999996,0.1404,0.09749999999999999,Low,Low,Low,Japan,Japanese
1952,Oimatsu Kitagawa,Osaka,9.0,27.0,JPY,['Japanese'],135.5052544,34.6962914,18.0,0.0702,0.21059999999999998,0.1404,Low,Low,Low,Japan,Japanese
1953,Ichiju Nisai Ueno Minoten,Osaka,11.0,34.0,JPY,['Japanese'],135.470982,34.83902,22.5,0.0858,0.2652,0.1755,Low,Low,Low,Japan,Japanese
1954,LE PONT DE CIEL,Osaka,11.0,30.0,JPY,['French'],135.510998,34.69037,20.5,0.0858,0.23399999999999999,0.1599,Low,Low,Low,Japan,French
1955,agnel d'or,Osaka,6.5,16.0,JPY,['French'],135.490981,34.682548,11.25,0.050699999999999995,0.1248,0.08775,Low,Low,Low,Japan,French
1956,Oimatsu Hisano,Osaka,15.0,15.0,JPY,['Japanese'],135.5041563,34.6970336,15.0,0.11699999999999999,0.11699999999999999,0.11699999999999999,Low,Low,Low,Japan,Japanese
1957,Torisho Ishii,Osaka,10.0,10.0,JPY,['Yakitori'],135.50605,34.695655,10.0,0.078,0.078,0.078,Low,Low,Low,Japan,Yakitori
1958,Utsubohommachi Gaku,Osaka,12.0,24.0,JPY,['Japanese'],135.495441,34.684615,18.0,0.09359999999999999,0.18719999999999998,0.1404,Low,Low,Low,Japan,Japanese
1959,Iwaki,Osaka,14.0,20.0,JPY,['Japanese'],135.499446,34.697482,17.0,0.10919999999999999,0.156,0.1326,Low,Low,Low,Japan,Japanese
1960,Iroha,Osaka,15.0,20.0,JPY,['Japanese'],135.495812,34.697842,17.5,0.11699999999999999,0.156,0.13649999999999998,Low,Low,Low,Japan,Japanese
1961,Shintaro,Osaka,3.0,12.0,JPY,['Tempura'],135.501828,34.695136,7.5,0.023399999999999997,0.09359999999999999,0.058499999999999996,Low,Low,Low,Japan,Tempura
1962,Différence,Osaka,6.0,15.0,JPY,['French'],135.494219,34.6845231,10.5,0.046799999999999994,0.11699999999999999,0.0819,Low,Low,Low,Japan,French
1963,Rakushin,Osaka,7.0,33.0,JPY,['Japanese'],135.4876766,34.6953629,20.0,0.054599999999999996,0.25739999999999996,0.156,Low,Low,Low,Japan,Japanese
1964,a canto,Osaka,11.0,11.0,JPY,['Italian'],135.515716,34.678915,11.0,0.0858,0.0858,0.0858,Low,Low,Low,Japan,Italian
1965,Pierre,Osaka,9.5,21.0,JPY,['French'],135.494552,34.70645,15.25,0.0741,0.1638,0.11895,Low,Low,Low,Japan,French
1966,Higashichaya Nakamura,Osaka,9.0,27.0,JPY,['Japanese'],135.506831,34.712103,18.0,0.0702,0.21059999999999998,0.1404,Low,Low,Low,Japan,Japanese
1967,Man-u,Osaka,16.0,20.0,JPY,['Oden'],135.4998456,34.6962115,18.0,0.1248,0.156,0.1404,Low,Low,Low,Japan,Oden
1968,Kaishoku Shimizu,Osaka,5.5,16.5,JPY,['Japanese'],135.4989702,34.6957548,11.0,0.0429,0.12869999999999998,0.0858,Low,Low,Low,Japan,Japanese
1969,Sushi Murakami Jiro,Osaka,27.0,27.0,JPY,['Sushi'],135.497285,34.697803,27.0,0.21059999999999998,0.21059999999999998,0.21059999999999998,Low,Low,Low,Japan,Sushi
1970,Sushidokoro Amano,Osaka,16.0,16.0,JPY,['Sushi'],135.4879593,34.6949682,16.0,0.1248,0.1248,0.1248,Low,Low,Low,Japan,Sushi
1971,Ayamuya,Osaka,4.0,7.0,JPY,['Yakitori'],135.485561,34.695498,5.5,0.0312,0.054599999999999996,0.0429,Low,Low,Low,Japan,Yakitori
1972,Nishino,Osaka,18.0,20.0,JPY,['Japanese'],135.495663,34.687804,19.0,0.1404,0.156,0.1482,Low,Low,Low,Japan,Japanese
1973,La Lucciola,Osaka,9.0,14.0,JPY,['Italian'],135.488592,34.696595,11.5,0.0702,0.10919999999999999,0.0897,Low,Low,Low,Japan,Italian
1974,Zeshin,Osaka,9.0,16.0,JPY,['Japanese'],135.5024471,34.696385,12.5,0.0702,0.1248,0.09749999999999999,Low,Low,Low,Japan,Japanese
1975,La casa TOM Curiosa,Osaka,17.0,17.0,JPY,['Italian'],135.498757,34.696501,17.0,0.1326,0.1326,0.1326,Low,Low,Low,Japan,Italian
1976,P greco,Osaka,22.0,28.0,JPY,['Italian'],135.5058753,34.6961121,25.0,0.1716,0.21839999999999998,0.19499999999999998,Low,Low,Low,Japan,Italian
1977,Temmabashi Fujikawa,Osaka,7.0,17.0,JPY,['Japanese'],135.516558,34.692102,12.0,0.054599999999999996,0.1326,0.09359999999999999,Low,Low,Low,Japan,Japanese
1978,TEMPURA HANAGATAMI,Osaka,9.5,26.0,JPY,['Tempura'],135.492641,34.698397,17.75,0.0741,0.20279999999999998,0.13845,Low,Low,Low,Japan,Tempura
1979,Ajikitcho Horieten,Osaka,19.0,46.0,JPY,['Japanese'],135.494025,34.673651,32.5,0.1482,0.3588,0.2535,Low,Low,Low,Japan,Japanese
1980,capi,Osaka,22.0,24.0,JPY,['Innovative'],135.497901,34.697954,23.0,0.1716,0.18719999999999998,0.1794,Low,Low,Low,Japan,Innovative
1981,Sushi Minazuki,Osaka,21.0,27.0,JPY,['Sushi'],135.495771,34.698943,24.0,0.1638,0.21059999999999998,0.18719999999999998,Low,Low,Low,Japan,Sushi
1982,La Bécasse,Osaka,10.0,30.0,JPY,['French'],135.50226,34.687505,20.0,0.078,0.23399999999999999,0.156,Low,Low,Low,Japan,French
1983,Oryori Horikawa,Osaka,7.0,16.0,JPY,['Japanese'],135.514264,34.693763,11.5,0.054599999999999996,0.1248,0.0897,Low,Low,Low,Japan,Japanese
1984,Teruya,Osaka,20.0,20.0,JPY,['Japanese'],135.517727,34.66929,20.0,0.156,0.156,0.156,Low,Low,Low,Japan,Japanese
1985,Yakitori Ichimatsu,Osaka,9.5,9.5,JPY,['Yakitori'],135.49702,34.695938,9.5,0.0741,0.0741,0.0741,Low,Low,Low,Japan,Yakitori
1986,Terada,Osaka,5.0,20.0,JPY,['Japanese'],135.532779,34.674331,12.5,0.039,0.156,0.09749999999999999,Low,Low,Low,Japan,Japanese
1987,La Baie,Osaka,13.0,37.0,JPY,['French'],135.492663,34.698462,25.0,0.10139999999999999,0.28859999999999997,0.19499999999999998,Low,Low,Low,Japan,French
1988,Sushi Yuden,Osaka,20.0,25.0,JPY,['Sushi'],135.516768,34.666267,22.5,0.156,0.19499999999999998,0.1755,Low,Low,Low,Japan,Sushi
1989,Kawahara,Osaka,7.0,17.0,JPY,['Japanese'],135.500804,34.709936,12.0,0.054599999999999996,0.1326,0.09359999999999999,Low,Low,Low,Japan,Japanese
1990,Ayamedo,Osaka,1.0,4.0,JPY,['Soba'],135.51606,34.676438,2.5,0.0078,0.0312,0.0195,Low,Low,Low,Japan,Soba
1991,Chugokusai S.Sawada,Osaka,11.0,17.0,JPY,['Chinese'],135.505146,34.696264,14.0,0.0858,0.1326,0.10919999999999999,Low,Low,Low,Japan,Chinese
1992,Kagaman,Osaka,6.5,43.0,JPY,['Japanese'],135.499859,34.696238,24.75,0.050699999999999995,0.3354,0.19305,Low,Low,Low,Japan,Japanese
1993,Ajikitcho Bumbuan,Osaka,4.0,25.0,JPY,['Japanese'],135.501093,34.68307,14.5,0.0312,0.19499999999999998,0.11309999999999999,Low,Low,Low,Japan,Japanese
1994,Sumibi Kappo Ishii,Osaka,20.0,33.0,JPY,['Japanese'],135.484848,34.699749,26.5,0.156,0.25739999999999996,0.2067,Low,Low,Low,Japan,Japanese
1995,Nishitemma Nakamura,Osaka,15.0,15.0,JPY,['Japanese'],135.505243,34.697033,15.0,0.11699999999999999,0.11699999999999999,0.11699999999999999,Low,Low,Low,Japan,Japanese
1996,Masuda,Osaka,3.5,18.0,JPY,['Japanese'],135.501957,34.673799,10.75,0.027299999999999998,0.1404,0.08385,Low,Low,Low,Japan,Japanese
1997,Yoshino,Osaka,5.5,14.0,JPY,['Japanese'],135.46763,34.779125,9.75,0.0429,0.10919999999999999,0.07604999999999999,Low,Low,Low,Japan,Japanese
1998,YUNiCO,Osaka,5.0,15.0,JPY,"['Italian', 'Italian Contemporary']",135.496874,34.69807,10.0,0.039,0.11699999999999999,0.078,Low,Low,Low,Japan,Italian
1999,Yonemasu,Osaka,22.0,22.0,JPY,['Japanese'],135.4875393,34.7030539,22.0,0.1716,0.1716,0.1716,Low,Low,Low,Japan,Japanese
2000,Sushidokoro Hirokawa,Osaka,15.0,17.0,JPY,['Sushi'],135.535565,34.698525,16.0,0.11699999999999999,0.1326,0.1248,Low,Low,Low,Japan,Sushi
2001,Naniwaryori Yu,Osaka,10.0,15.0,JPY,['Japanese'],135.5150144,34.6964167,12.5,0.078,0.11699999999999999,0.09749999999999999,Low,Low,Low,Japan,Japanese
2002,LIAISON,Osaka,7.5,16.0,JPY,['French'],135.4856476,34.6941611,11.75,0.058499999999999996,0.1248,0.09165,Low,Low,Low,Japan,French
2003,ad hoc,Osaka,7.5,16.0,JPY,['French'],135.4890483,34.6941335,11.75,0.058499999999999996,0.1248,0.09165,Low,Low,Low,Japan,French
2004,Kappo Hashimoto,Osaka,7.0,13.0,JPY,['Japanese'],135.496179,34.711835,10.0,0.054599999999999996,0.10139999999999999,0.078,Low,Low,Low,Japan,Japanese
2005,Yunagibashi Takoyasu,Osaka,24.0,34.0,JPY,['Fugu / Pufferfish'],135.454023,34.66236,29.0,0.18719999999999998,0.2652,0.22619999999999998,Low,Low,Low,Japan,Fugu / Pufferfish
2006,Yugen,Osaka,7.0,21.0,JPY,['Japanese'],135.521662,34.664732,14.0,0.054599999999999996,0.1638,0.10919999999999999,Low,Low,Low,Japan,Japanese
2007,Sushiroku,Osaka,12.0,16.5,JPY,['Sushi'],135.502972,34.697125,14.25,0.09359999999999999,0.12869999999999998,0.11115,Low,Low,Low,Japan,Sushi
2008,Alarde,Osaka,14.0,14.0,JPY,['Spanish'],135.4940098,34.6807919,14.0,0.10919999999999999,0.10919999999999999,0.10919999999999999,Low,Low,Low,Japan,Spanish
2009,Sushi Ohata,Osaka,24.0,24.0,JPY,['Sushi'],135.497668,34.695994,24.0,0.18719999999999998,0.18719999999999998,0.18719999999999998,Low,Low,Low,Japan,Sushi
2010,Shunsenwaraku Sanai,Osaka,11.0,14.0,JPY,['Japanese'],135.505784,34.670323,12.5,0.0858,0.10919999999999999,0.09749999999999999,Low,Low,Low,Japan,Japanese
2011,Maison Tateru Yoshino,Osaka,7.0,25.0,JPY,['French'],135.498232,34.695687,16.0,0.054599999999999996,0.19499999999999998,0.1248,Low,Low,Low,Japan,French
2012,Unkaku,Osaka,5.5,37.0,JPY,['Japanese'],135.5187248,34.6948479,21.25,0.0429,0.28859999999999997,0.16574999999999998,Low,Low,Low,Japan,Japanese
2013,Chi-Fu,Osaka,7.0,22.0,JPY,['Chinese'],135.504716,34.697434,14.5,0.054599999999999996,0.1716,0.11309999999999999,Low,Low,Low,Japan,Chinese
2014,Sushi Hoshiyama,Osaka,24.0,24.0,JPY,['Sushi'],135.510694,34.692732,24.0,0.18719999999999998,0.18719999999999998,0.18719999999999998,Low,Low,Low,Japan,Sushi
2015,Kamigamo Akiyama,Kyoto,6.0,15.0,JPY,['Japanese'],135.762726,35.058249,10.5,0.046799999999999994,0.11699999999999999,0.0819,Low,Low,Low,Japan,Japanese
2016,Kyoryori Fujimoto,Kyoto,3.5,15.0,JPY,['Japanese'],135.756636,35.010396,9.25,0.027299999999999998,0.11699999999999999,0.07214999999999999,Low,Low,Low,Japan,Japanese
2017,Kyoboshi,Kyoto,14.0,14.0,JPY,['Tempura'],135.775649,35.005139,14.0,0.10919999999999999,0.10919999999999999,0.10919999999999999,Low,Low,Low,Japan,Tempura
2018,Muromachi Wakuden,Kyoto,11.0,44.0,JPY,['Japanese'],135.763257,35.010146,27.5,0.0858,0.3432,0.2145,Low,Low,Low,Japan,Japanese
2019,MOTOÏ,Kyoto,11.0,39.0,JPY,['French'],135.764903,35.012727,25.0,0.0858,0.30419999999999997,0.19499999999999998,Low,Low,Low,Japan,French
2020,Vena,Kyoto,10.0,20.0,JPY,['Italian'],135.758073,35.015155,15.0,0.078,0.156,0.11699999999999999,Low,Low,Low,Japan,Italian
2021,Shun-ai Sasaki,Kyoto,6.0,16.0,JPY,['Japanese'],135.7669508,35.001617,11.0,0.046799999999999994,0.1248,0.0858,Low,Low,Low,Japan,Japanese
2022,Uozuya,Kyoto,20.0,27.0,JPY,['Japanese'],135.735956,34.999842,23.5,0.156,0.21059999999999998,0.1833,Low,Low,Low,Japan,Japanese
2023,Kyo Seika,Kyoto,19.0,37.0,JPY,['Chinese'],135.780681,35.011709,28.0,0.1482,0.28859999999999997,0.21839999999999998,Low,Low,Low,Japan,Chinese
2024,Godan Miyazawa,Kyoto,17.0,22.0,JPY,['Japanese'],135.7609923,34.9979707,19.5,0.1326,0.1716,0.15209999999999999,Low,Low,Low,Japan,Japanese
2025,Nijojo Furuta,Kyoto,18.0,36.0,JPY,['Japanese'],135.753872,35.012209,27.0,0.1404,0.2808,0.21059999999999998,Low,Low,Low,Japan,Japanese
2026,Hiramatsu Kodaiji,Kyoto,6.5,31.0,JPY,['French'],135.7814382,34.9986847,18.75,0.050699999999999995,0.2418,0.14625,Low,Low,Low,Japan,French
2027,Akai,Kyoto,13.0,37.0,JPY,['Japanese'],135.7742632,35.002046,25.0,0.10139999999999999,0.28859999999999997,0.19499999999999998,Low,Low,Low,Japan,Japanese
2028,Gion Mamma,Kyoto,5.5,17.0,JPY,['Japanese'],135.775741,35.00503,11.25,0.0429,0.1326,0.08775,Low,Low,Low,Japan,Japanese
2029,Kentan Horibe,Kyoto,8.0,22.0,JPY,['Japanese'],135.7570183,35.0049966,15.0,0.0624,0.1716,0.11699999999999999,Low,Low,Low,Japan,Japanese
2030,Ayanokoji Karatsu,Kyoto,11.0,33.0,JPY,['Japanese'],135.75555,35.0024366,22.0,0.0858,0.25739999999999996,0.1716,Low,Low,Low,Japan,Japanese
2031,Sushi Kappo Nakaichi,Kyoto,10.0,30.0,JPY,['Japanese'],135.7764152,35.0023214,20.0,0.078,0.23399999999999999,0.156,Low,Low,Low,Japan,Japanese
2032,Nishijin Fujiyoshi,Kyoto,4.0,11.0,JPY,['Japanese'],135.750928,35.0364525,7.5,0.0312,0.0858,0.058499999999999996,Low,Low,Low,Japan,Japanese
2033,Droit,Kyoto,19.0,19.0,JPY,['French'],135.7675643,35.02238,19.0,0.1482,0.1482,0.1482,Low,Low,Low,Japan,French
2034,Oryori Hiwatashi,Kyoto,10.0,25.0,JPY,['Japanese'],135.760902,35.015108,17.5,0.078,0.19499999999999998,0.13649999999999998,Low,Low,Low,Japan,Japanese
2035,Gion Okada,Kyoto,9.0,19.0,JPY,['Japanese'],135.77544,35.002419,14.0,0.0702,0.1482,0.10919999999999999,Low,Low,Low,Japan,Japanese
2036,Gosho Iwasaki,Kyoto,12.0,18.0,JPY,['Japanese'],135.761643,35.016879,15.0,0.09359999999999999,0.1404,0.11699999999999999,Low,Low,Low,Japan,Japanese
2037,Tozentei,Kyoto,6.0,33.0,JPY,['Japanese'],135.729541,35.0293253,19.5,0.046799999999999994,0.25739999999999996,0.15209999999999999,Low,Low,Low,Japan,Japanese
2038,Sushi Rakumi,Kyoto,25.0,28.0,JPY,['Sushi'],135.7760153,35.0067137,26.5,0.19499999999999998,0.21839999999999998,0.2067,Low,Low,Low,Japan,Sushi
2039,Oshikoji Okada,Kyoto,5.5,11.0,JPY,['Japanese'],135.762338,35.012285,8.25,0.0429,0.0858,0.06434999999999999,Low,Low,Low,Japan,Japanese
2040,CAINOYA,Kyoto,40.0,40.0,JPY,['Innovative'],135.768857,35.002515,40.0,0.312,0.312,0.312,Low,Low,Low,Japan,Innovative
2041,Naruya,Kyoto,23.0,40.0,JPY,['Japanese'],135.7633197,35.0051982,31.5,0.1794,0.312,0.2457,Low,Low,Low,Japan,Japanese
2042,Reine des prés,Kyoto,8.0,24.0,JPY,['French'],135.7698342,35.0173094,16.0,0.0624,0.18719999999999998,0.1248,Low,Low,Low,Japan,French
2043,La Biographie···,Kyoto,13.0,43.0,JPY,['French'],135.742944,35.020156,28.0,0.10139999999999999,0.3354,0.21839999999999998,Low,Low,Low,Japan,French
2044,MUNI LA TERRASSE,Kyoto,7.0,13.0,JPY,"['French', 'French Contemporary']",135.676574,35.013554,10.0,0.054599999999999996,0.10139999999999999,0.078,Low,Low,Low,Japan,French
